Activity Type,Date,Distance,Calories,Time,Avg HR,Max HR,Avg Run Cadence,Max Run Cadence,Avg Pace,Best Pace,Total Ascent,Total Descent,Avg Stride Length,Number of Laps,Moving Time,Elapsed Time,Min Elevation,Max Elevation,Avg Pace_min,time_in_minutes,year,month,day
Running,2021-10-21 18:08:00,5.25,303.0,2024-08-12 00:30:02,156.0,176.0,182.0,191.0,,,24.0,74.0,0.96,6.0,2024-08-12 00:29:54,2024-08-12 00:30:02,193.0,265.0,,,2021,10,21
Running,2021-10-20 12:43:00,5.17,291.0,2024-08-12 00:29:12,154.0,174.0,179.0,189.0,,,29.0,34.0,0.99,6.0,2024-08-12 00:28:49,2024-08-12 00:29:12,266.0,291.0,,,2021,10,20
Running,2021-10-19 06:56:00,6.06,340.0,2024-08-12 00:34:26,156.0,165.0,181.0,187.0,,,17.0,74.0,0.97,7.0,2024-08-12 00:34:24,2024-08-12 00:34:26,153.0,221.0,,,2021,10,19
Running,2021-10-18 06:46:00,5.16,280.0,2024-08-12 00:28:43,153.0,166.0,184.0,196.0,,,18.0,83.0,0.98,6.0,2024-08-12 00:28:41,2024-08-12 00:28:43,169.0,250.0,,,2021,10,18
Running,2021-11-10 12:42:00,5.26,302.0,2024-08-12 00:29:56,157.0,179.0,183.0,193.0,,,24.0,71.0,0.96,6.0,2024-08-12 00:29:55,2024-08-12 00:29:56,94.0,202.0,,,2021,11,10
Running,2021-08-26 06:34:00,17.05,990.0,2024-08-12 01:40:10,157.0,178.0,180.0,191.0,,,68.0,227.0,0.95,18.0,2024-08-12 01:39:04,2024-08-12 01:40:10,4.0,180.0,,,2021,8,26
Running,2021-08-25 06:57:00,8.01,473.0,2024-08-12 00:44:40,163.0,180.0,183.0,191.0,,,20.0,136.0,0.98,9.0,2024-08-12 00:44:23,2024-08-12 00:44:40,-9.0,126.0,,,2021,8,25
Running,2021-08-24 06:31:00,8.08,453.0,2024-08-12 00:46:33,153.0,178.0,175.0,195.0,,,24.0,166.0,0.99,9.0,2024-08-12 00:44:38,2024-08-12 00:46:33,-33.0,131.0,,,2021,8,24
Running,2021-08-23 13:12:00,7.01,393.0,2024-08-12 00:40:03,155.0,173.0,184.0,193.0,,,39.0,64.0,0.95,8.0,2024-08-12 00:40:01,2024-08-12 00:40:03,111.0,145.0,,,2021,8,23
Running,2021-08-21 06:49:00,7.34,511.0,2024-08-12 00:40:37,176.0,192.0,181.0,191.0,,,17.0,72.0,0.99,8.0,2024-08-12 00:40:21,2024-08-12 00:40:37,16.0,89.0,,,2021,8,21
Running,2021-08-19 06:22:00,15.11,905.0,2024-08-12 01:26:53,159.0,177.0,184.0,195.0,,,47.0,170.0,0.95,16.0,2024-08-12 01:26:42,2024-08-12 01:26:53,-18.0,117.0,,,2021,8,19
Running,2021-08-18 06:46:00,7.41,437.0,2024-08-12 00:40:41,158.0,174.0,187.0,200.0,,,13.0,65.0,0.97,8.0,2024-08-12 00:40:39,2024-08-12 00:40:41,57.0,125.0,,,2021,8,18
Running,2021-08-17 06:35:00,8.04,455.0,2024-08-12 00:45:15,151.0,165.0,183.0,191.0,,,13.0,78.0,0.97,9.0,2024-08-12 00:44:55,2024-08-12 00:45:15,51.0,132.0,,,2021,8,17
Running,2021-08-16 06:34:00,7.33,423.0,2024-08-12 00:42:30,150.0,169.0,178.0,187.0,,,18.0,78.0,0.97,8.0,2024-08-12 00:41:59,2024-08-12 00:42:30,40.0,116.0,,,2021,8,16
Running,2021-08-13 06:30:00,7.37,429.0,2024-08-12 00:41:43,153.0,177.0,182.0,196.0,,,18.0,71.0,0.97,8.0,2024-08-12 00:41:09,2024-08-12 00:41:43,30.0,102.0,,,2021,8,13
Running,2021-11-08 06:49:00,7.39,425.0,2024-08-12 00:42:11,152.0,173.0,182.0,191.0,,,16.0,81.0,0.96,8.0,2024-08-12 00:42:03,2024-08-12 00:42:11,34.0,114.0,,,2021,11,8
Running,2021-10-08 07:43:00,7.52,411.0,2024-08-12 00:42:24,147.0,169.0,184.0,195.0,,,27.0,65.0,0.96,8.0,2024-08-12 00:41:56,2024-08-12 00:42:24,86.0,142.0,,,2021,10,8
Running,2021-09-08 07:56:00,5.5,305.0,2024-08-12 00:30:41,149.0,169.0,186.0,198.0,,,7.0,64.0,0.96,6.0,2024-08-12 00:30:31,2024-08-12 00:30:41,102.0,168.0,,,2021,9,8
Running,2021-07-08 09:15:00,13.15,764.0,2024-08-12 01:13:59,156.0,171.0,179.0,193.0,,,45.0,156.0,0.99,14.0,2024-08-12 01:12:48,2024-08-12 01:13:59,-13.0,113.0,,,2021,7,8
Running,2021-04-08 07:52:00,7.39,461.0,2024-08-12 00:42:13,162.0,179.0,184.0,191.0,,,16.0,118.0,0.95,8.0,2024-08-12 00:42:11,2024-08-12 00:42:13,13.0,132.0,,,2021,4,8
Running,2021-03-08 07:37:00,7.1,448.0,2024-08-12 00:42:10,159.0,177.0,181.0,191.0,,,16.0,60.0,0.93,8.0,2024-08-12 00:42:03,2024-08-12 00:42:10,82.0,134.0,,,2021,3,8
Running,2021-07-27 07:21:00,11.13,674.0,2024-08-12 01:05:29,156.0,170.0,180.0,193.0,,,19.0,117.0,0.94,12.0,2024-08-12 01:05:26,2024-08-12 01:05:29,-94.0,18.0,,,2021,7,27
Running,2021-07-26 12:29:00,7.26,415.0,2024-08-12 00:41:38,148.0,172.0,183.0,193.0,,,25.0,36.0,0.95,8.0,2024-08-12 00:41:36,2024-08-12 00:41:38,-72.0,-53.0,,,2021,7,26
Running,2021-07-25 11:58:00,7.08,420.0,2024-08-12 00:39:13,157.0,174.0,185.0,200.0,,,20.0,32.0,0.98,8.0,2024-08-12 00:39:05,2024-08-12 00:39:13,-93.0,-72.0,,,2021,7,25
Running,2021-07-24 10:21:00,6.02,361.0,2024-08-12 00:34:47,153.0,169.0,186.0,196.0,,,29.0,51.0,0.93,7.0,2024-08-12 00:34:41,2024-08-12 00:34:47,35.0,84.0,,,2021,7,24
Running,2021-07-22 18:13:00,4.18,256.0,2024-08-12 00:24:01,157.0,174.0,182.0,191.0,,,16.0,60.0,0.96,5.0,2024-08-12 00:23:59,2024-08-12 00:24:01,37.0,99.0,,,2021,7,22
Running,2021-07-20 18:34:00,4.26,237.0,2024-08-12 00:23:59,146.0,165.0,181.0,191.0,,,12.0,54.0,0.98,5.0,2024-08-12 00:23:57,2024-08-12 00:23:59,50.0,104.0,,,2021,7,20
Running,2021-07-19 18:15:00,4.19,235.0,2024-08-12 00:23:18,150.0,162.0,182.0,196.0,,,12.0,61.0,0.98,5.0,2024-08-12 00:23:09,2024-08-12 00:23:18,48.0,111.0,,,2021,7,19
Running,2021-07-17 08:40:00,3.36,193.0,2024-08-12 00:20:22,144.0,164.0,179.0,189.0,,,5.0,59.0,0.92,4.0,2024-08-12 00:20:21,2024-08-12 00:20:22,8.0,69.0,,,2021,7,17
Running,2021-07-16 16:58:00,4.3,211.0,2024-08-12 00:23:05,138.0,154.0,182.0,196.0,,,,48.0,1.02,5.0,2024-08-12 00:22:57,2024-08-12 00:23:05,70.0,122.0,,,2021,7,16
Running,2021-07-15 18:32:00,3.3,189.0,2024-08-12 00:18:52,151.0,167.0,176.0,185.0,,,12.0,60.0,0.99,4.0,2024-08-12 00:18:45,2024-08-12 00:18:52,72.0,133.0,,,2021,7,15
Running,2021-07-14 18:18:00,3.62,206.0,2024-08-12 00:20:07,158.0,168.0,182.0,191.0,,,14.0,71.0,0.99,4.0,2024-08-12 00:20:00,2024-08-12 00:20:07,93.0,528.0,,,2021,7,14
Running,2021-06-28 07:45:00,5.01,305.0,2024-08-12 00:27:43,,,,,,,12.0,14.0,,1.0,,2024-08-12 00:27:43,,,,,2021,6,28
Running,2021-06-27 06:19:00,6.5,389.0,2024-08-12 00:35:38,,,,,,,12.0,16.0,,1.0,,2024-08-12 00:35:38,,,,,2021,6,27
Running,2021-06-26 09:15:00,5.01,276.0,2024-08-12 00:27:22,151.0,173.0,184.0,193.0,,,22.0,57.0,1.0,6.0,2024-08-12 00:27:15,2024-08-12 00:27:22,163.0,263.0,,,2021,6,26
Running,2021-06-23 07:38:00,4.49,215.0,2024-08-12 00:25:22,132.0,152.0,188.0,198.0,,,11.0,58.0,0.94,5.0,2024-08-12 00:25:17,2024-08-12 00:25:22,248.0,303.0,,,2021,6,23
Running,2021-06-22 07:27:00,7.21,432.0,2024-08-12 00:39:44,162.0,178.0,183.0,193.0,,,22.0,156.0,0.99,8.0,2024-08-12 00:39:37,2024-08-12 00:39:44,160.0,316.0,,,2021,6,22
Running,2021-06-21 07:16:00,5.72,330.0,2024-08-12 00:32:16,152.0,185.0,184.0,193.0,,,21.0,188.0,0.96,6.0,2024-08-12 00:32:14,2024-08-12 00:32:16,158.0,337.0,,,2021,6,21
Running,2021-06-18 07:09:00,5.1,297.0,2024-08-12 00:28:55,154.0,176.0,185.0,193.0,,,19.0,60.0,0.95,6.0,2024-08-12 00:28:51,2024-08-12 00:28:55,294.0,354.0,,,2021,6,18
Running,2021-06-17 07:11:00,5.01,301.0,2024-08-12 00:27:31,160.0,184.0,189.0,200.0,,,21.0,30.0,0.97,6.0,2024-08-12 00:27:29,2024-08-12 00:27:31,202.0,225.0,,,2021,6,17
Running,2021-06-16 07:03:00,4.04,233.0,2024-08-12 00:23:33,150.0,181.0,184.0,191.0,,,8.0,65.0,0.93,5.0,2024-08-12 00:23:28,2024-08-12 00:23:33,272.0,337.0,,,2021,6,16
Running,2021-06-15 07:09:00,4.11,244.0,2024-08-12 00:23:22,156.0,177.0,187.0,198.0,,,9.0,49.0,0.94,5.0,2024-08-12 00:23:21,2024-08-12 00:23:22,261.0,312.0,,,2021,6,15
Running,2021-05-25 07:11:00,5.01,264.0,2024-08-12 00:27:36,145.0,187.0,187.0,198.0,,,14.0,60.0,0.97,6.0,2024-08-12 00:27:34,2024-08-12 00:27:36,199.0,259.0,,,2021,5,25
Running,2021-05-24 07:10:00,4.37,250.0,2024-08-12 00:24:43,153.0,187.0,183.0,195.0,,,14.0,108.0,0.96,5.0,2024-08-12 00:24:41,2024-08-12 00:24:43,170.0,270.0,,,2021,5,24
Running,2021-05-21 06:55:00,4.1,252.0,2024-08-12 00:23:19,159.0,184.0,186.0,195.0,,,15.0,50.0,0.95,5.0,2024-08-12 00:23:10,2024-08-12 00:23:19,202.0,246.0,,,2021,5,21
Running,2021-05-18 07:24:00,4.22,250.0,2024-08-12 00:24:35,154.0,167.0,182.0,189.0,,,6.0,58.0,0.94,5.0,2024-08-12 00:24:34,2024-08-12 00:24:35,87.0,884.0,,,2021,5,18
Running,2021-05-14 17:43:00,4.11,244.0,2024-08-12 00:23:40,152.0,173.0,178.0,187.0,,,18.0,20.0,0.98,5.0,2024-08-12 00:23:35,2024-08-12 00:23:40,615.0,629.0,,,2021,5,14
Running,2021-10-03 06:57:00,9.81,708.0,2024-08-12 01:03:25,166.0,200.0,180.0,189.0,,,51.0,104.0,0.86,10.0,2024-08-12 01:03:23,2024-08-12 01:03:59,87.0,148.0,,,2021,10,3
Running,2021-08-03 06:56:00,6.27,346.0,2024-08-12 00:34:46,149.0,172.0,187.0,202.0,,,7.0,34.0,0.97,7.0,2024-08-12 00:34:41,2024-08-12 00:34:46,-17.0,19.0,,,2021,8,3
Running,2021-07-03 18:18:00,4.41,269.0,2024-08-12 00:36:09,133.0,149.0,162.0,193.0,,,12.0,28.0,0.75,5.0,2024-08-12 00:35:52,2024-08-12 00:36:09,9.0,29.0,,,2021,7,3
Running,2021-06-03 08:01:00,15.31,991.0,2024-08-12 01:28:19,165.0,192.0,185.0,195.0,,,67.0,75.0,0.94,16.0,2024-08-12 01:28:14,2024-08-12 01:28:19,-1.0,21.0,,,2021,6,3
Running,2021-05-03 20:09:00,4.61,247.0,2024-08-12 00:38:59,118.0,137.0,161.0,244.0,,,91.0,21.0,0.74,5.0,2024-08-12 00:38:53,2024-08-12 00:38:59,5.0,106.0,,,2021,5,3
Running,2021-02-26 07:01:00,11.01,668.0,2024-08-12 01:03:13,159.0,183.0,186.0,198.0,,,38.0,149.0,0.94,12.0,2024-08-12 01:03:05,2024-08-12 01:04:28,31.0,151.0,,,2021,2,26
Running,2021-02-25 17:43:00,3.01,244.0,2024-08-12 00:28:45,141.0,171.0,140.0,187.0,,,26.0,29.0,0.79,4.0,2024-08-12 00:27:07,2024-08-12 00:28:45,138.0,164.0,,,2021,2,25
Running,2021-02-24 07:41:00,11.12,672.0,2024-08-12 01:02:41,160.0,178.0,186.0,196.0,,,39.0,142.0,0.95,12.0,2024-08-12 01:02:25,2024-08-12 01:02:41,30.0,175.0,,,2021,2,24
Running,2021-02-23 07:40:00,9.01,516.0,2024-08-12 00:47:12,162.0,186.0,185.0,195.0,,,42.0,48.0,1.03,10.0,2024-08-12 00:47:03,2024-08-12 00:48:12,121.0,159.0,,,2021,2,23
Running,2021-02-21 07:19:00,14.02,803.0,2024-08-12 01:19:42,154.0,174.0,186.0,198.0,,,87.0,108.0,0.95,15.0,2024-08-12 01:19:36,2024-08-12 01:19:42,98.0,171.0,,,2021,2,21
Running,2021-02-20 08:10:00,8.02,473.0,2024-08-12 00:45:59,156.0,176.0,178.0,193.0,,,49.0,57.0,0.98,9.0,2024-08-12 00:44:29,2024-08-12 00:45:59,122.0,198.0,,,2021,2,20
Running,2021-02-18 07:09:00,8.01,468.0,2024-08-12 00:44:04,160.0,179.0,179.0,191.0,,,34.0,127.0,1.02,9.0,2024-08-12 00:43:10,2024-08-12 00:44:04,58.0,167.0,,,2021,2,18
Running,2021-02-17 17:51:00,4.07,302.0,2024-08-12 00:33:52,146.0,164.0,161.0,193.0,,,30.0,32.0,0.75,5.0,2024-08-12 00:32:44,2024-08-12 00:34:50,135.0,157.0,,,2021,2,17
Running,2021-02-16 07:22:00,7.44,468.0,2024-08-12 00:42:52,163.0,181.0,170.0,187.0,,,56.0,66.0,1.02,8.0,2024-08-12 00:40:36,2024-08-12 00:42:52,82.0,125.0,,,2021,2,16
Running,2021-02-15 07:14:00,8.02,476.0,2024-08-12 00:46:05,156.0,176.0,176.0,187.0,,,40.0,65.0,0.99,9.0,2024-08-12 00:45:19,2024-08-12 00:46:05,89.0,131.0,,,2021,2,15
Running,2021-12-02 06:56:00,18.01,,2024-08-12 01:44:48,162.0,183.0,183.0,196.0,,,134.0,145.0,0.94,19.0,2024-08-12 01:44:00,2024-08-12 01:44:48,92.0,176.0,,,2021,12,2
Running,2021-11-02 17:44:00,3.51,218.0,2024-08-12 00:32:00,122.0,145.0,149.0,187.0,,,43.0,51.0,0.74,4.0,2024-08-12 00:31:04,2024-08-12 00:32:00,149.0,165.0,,,2021,11,2
Running,2021-11-02 07:51:00,7.18,450.0,2024-08-12 00:40:53,162.0,184.0,180.0,193.0,,,33.0,98.0,0.98,8.0,2024-08-12 00:40:04,2024-08-12 00:40:53,75.0,155.0,,,2021,11,2
Running,2021-09-02 17:27:00,3.88,275.0,2024-08-12 00:45:09,120.0,158.0,113.0,186.0,,,37.0,45.0,0.86,4.0,2024-08-12 00:42:21,2024-08-12 00:48:24,138.0,161.0,,,2021,9,2
Running,2021-08-02 16:56:00,3.27,256.0,2024-08-12 00:27:13,149.0,166.0,179.0,187.0,,,30.0,50.0,0.67,4.0,2024-08-12 00:27:06,2024-08-12 00:27:13,128.0,148.0,,,2021,8,2
Running,2021-08-02 06:53:00,8.01,469.0,2024-08-12 00:46:35,151.0,164.0,183.0,198.0,,,36.0,61.0,0.94,9.0,2024-08-12 00:45:46,2024-08-12 00:46:35,110.0,148.0,,,2021,8,2
Running,2021-07-02 09:26:00,3.01,183.0,2024-08-12 00:25:26,128.0,150.0,177.0,187.0,,,35.0,29.0,0.67,4.0,2024-08-12 00:25:25,2024-08-12 00:25:26,151.0,164.0,,,2021,7,2
Running,2021-06-02 06:37:00,16.01,992.0,2024-08-12 01:29:55,165.0,184.0,183.0,196.0,,,99.0,195.0,0.98,17.0,2024-08-12 01:29:48,2024-08-12 01:29:55,54.0,154.0,,,2021,6,2
Running,2021-05-02 07:07:00,8.01,478.0,2024-08-12 00:45:12,157.0,171.0,181.0,196.0,,,49.0,71.0,0.98,9.0,2024-08-12 00:44:21,2024-08-12 00:45:12,99.0,139.0,,,2021,5,2
Running,2021-03-02 07:04:00,8.01,477.0,2024-08-12 00:45:14,156.0,171.0,184.0,191.0,,,40.0,59.0,0.96,9.0,2024-08-12 00:45:12,2024-08-12 00:45:14,124.0,168.0,,,2021,3,2
Running,2021-02-02 06:38:00,10.01,601.0,2024-08-12 00:54:28,163.0,186.0,180.0,189.0,,,81.0,43.0,1.02,11.0,2024-08-12 00:54:24,2024-08-12 00:54:28,67.0,108.0,,,2021,2,2
Running,2021-01-02 07:24:00,8.01,503.0,2024-08-12 00:45:38,162.0,186.0,179.0,195.0,,,55.0,78.0,0.98,9.0,2024-08-12 00:44:41,2024-08-12 00:45:38,134.0,180.0,,,2021,1,2
Running,2021-01-31 08:15:00,8.02,487.0,2024-08-12 00:45:03,159.0,172.0,182.0,191.0,,,63.0,73.0,0.98,9.0,2024-08-12 00:44:56,2024-08-12 00:45:03,139.0,179.0,,,2021,1,31
Running,2021-01-22 06:48:00,7.02,428.0,2024-08-12 00:41:09,154.0,169.0,180.0,195.0,,,39.0,53.0,0.95,8.0,2024-08-12 00:40:17,2024-08-12 00:41:09,134.0,172.0,,,2021,1,22
Running,2021-01-21 07:05:00,18.11,,2024-08-12 01:45:50,170.0,185.0,180.0,187.0,,,113.0,194.0,0.95,19.0,2024-08-12 01:45:42,2024-08-12 01:45:50,79.0,173.0,,,2021,1,21
Running,2021-01-19 07:04:00,6.95,464.0,2024-08-12 01:06:00,131.0,171.0,115.0,241.0,,,56.0,82.0,0.99,15.0,2024-08-12 00:51:09,2024-08-12 01:06:00,140.0,162.0,,,2021,1,19
Running,2021-01-17 07:05:00,8.25,464.0,2024-08-12 00:47:02,147.0,166.0,188.0,198.0,,,22.0,41.0,0.93,9.0,2024-08-12 00:46:57,2024-08-12 00:47:02,-15.0,41.0,,,2021,1,17
Running,2021-01-16 06:43:00,16.01,940.0,2024-08-12 01:31:20,155.0,181.0,186.0,198.0,,,46.0,67.0,0.94,17.0,2024-08-12 01:31:16,2024-08-12 01:31:20,0.0,39.0,,,2021,1,16
Running,2021-01-15 07:14:00,9.09,574.0,2024-08-12 00:50:56,166.0,191.0,181.0,193.0,,,45.0,66.0,0.99,11.0,2024-08-12 00:50:49,2024-08-12 00:50:56,132.0,179.0,,,2021,1,15
Running,2021-01-13 08:26:00,7.39,403.0,2024-08-12 00:42:16,146.0,175.0,176.0,189.0,,,39.0,51.0,0.99,8.0,2024-08-12 00:41:11,2024-08-12 00:42:16,16.0,55.0,,,2021,1,13
Running,2021-10-01 07:32:00,9.08,511.0,2024-08-12 00:52:16,146.0,169.0,186.0,200.0,,,15.0,40.0,0.93,10.0,2024-08-12 00:52:13,2024-08-12 00:52:16,10.0,43.0,,,2021,10,1
Running,2021-09-01 07:08:00,7.6,422.0,2024-08-12 00:42:35,148.0,180.0,182.0,195.0,,,22.0,66.0,0.98,8.0,2024-08-12 00:42:31,2024-08-12 00:42:35,-41.0,19.0,,,2021,9,1
Running,2021-08-01 07:06:00,13.01,800.0,2024-08-12 01:19:54,152.0,177.0,177.0,189.0,,,99.0,117.0,0.92,14.0,2024-08-12 01:18:01,2024-08-12 01:19:54,130.0,172.0,,,2021,8,1
Running,2021-07-01 07:25:00,4.35,240.0,2024-08-12 00:36:12,124.0,164.0,131.0,232.0,,,25.0,37.0,0.88,12.0,2024-08-12 00:34:26,2024-08-12 00:36:12,163.0,176.0,,,2021,7,1
Running,2021-06-01 07:30:00,7.19,446.0,2024-08-12 00:43:02,154.0,174.0,182.0,197.0,,,19.0,126.0,0.92,8.0,2024-08-12 00:42:47,2024-08-12 00:43:02,41.0,165.0,,,2021,6,1
Running,2020-12-29 07:15:00,16.02,998.0,2024-08-12 01:32:13,159.0,182.0,187.0,202.0,,,98.0,133.0,0.93,17.0,2024-08-12 01:31:59,2024-08-12 01:32:13,112.0,168.0,,,2020,12,29
Running,2020-12-28 20:26:00,7.55,421.0,2024-08-12 00:46:08,140.0,169.0,179.0,200.0,,,103.0,12.0,0.91,8.0,2024-08-12 00:46:06,2024-08-12 00:46:08,149.0,242.0,,,2020,12,28
Running,2020-12-25 07:13:00,7.28,402.0,2024-08-12 00:42:13,146.0,161.0,186.0,198.0,,,27.0,110.0,0.93,8.0,2024-08-12 00:42:07,2024-08-12 00:42:13,63.0,164.0,,,2020,12,25
Running,2020-12-24 11:57:00,10.4,649.0,2024-08-12 00:56:26,168.0,191.0,181.0,189.0,,,75.0,84.0,1.02,13.0,2024-08-12 00:56:07,2024-08-12 00:56:26,135.0,227.0,,,2020,12,24
Running,2020-12-23 07:26:00,14.01,882.0,2024-08-12 01:22:19,161.0,181.0,181.0,200.0,,,52.0,163.0,0.95,15.0,2024-08-12 01:20:11,2024-08-12 01:22:19,122.0,245.0,,,2020,12,23
Running,2020-12-22 19:39:00,7.26,414.0,2024-08-12 00:40:58,154.0,177.0,178.0,193.0,,,30.0,75.0,0.99,8.0,2024-08-12 00:40:03,2024-08-12 00:40:58,184.0,239.0,,,2020,12,22
Running,2020-12-18 19:11:00,10.01,607.0,2024-08-12 00:56:13,162.0,188.0,177.0,202.0,,,184.0,187.0,1.01,11.0,2024-08-12 00:53:09,2024-08-12 00:56:13,111.0,261.0,,,2020,12,18
