Activity Type,Date,Distance,Calories,Time,Avg HR,Max HR,Avg Run Cadence,Max Run Cadence,Avg Pace,Best Pace,Total Ascent,Total Descent,Avg Stride Length,Number of Laps,Moving Time,Elapsed Time,Min Elevation,Max Elevation,Avg Pace_min,time_in_minutes,year,month,day
Running,2020-12-17 07:47:00,12.01,723.0,2024-08-12 01:08:44,159.0,174.0,184.0,195.0,,,55.0,163.0,0.95,13.0,2024-08-12 01:07:49,2024-08-12 01:08:44,105.0,236.0,,,2020,12,17
Running,2020-12-16 16:04:00,7.21,435.0,2024-08-12 00:39:53,162.0,180.0,183.0,223.0,,,43.0,51.0,0.99,8.0,2024-08-12 00:38:30,2024-08-12 00:39:53,214.0,254.0,,,2020,12,16
Running,2020-10-12 07:42:00,10.03,590.0,2024-08-12 01:00:18,149.0,176.0,176.0,193.0,,,70.0,89.0,0.95,11.0,2024-08-12 00:58:39,2024-08-12 01:00:18,165.0,204.0,,,2020,10,12
Running,2020-09-12 07:53:00,9.25,552.0,2024-08-12 00:54:01,154.0,185.0,181.0,187.0,,,64.0,81.0,0.94,10.0,2024-08-12 00:53:56,2024-08-12 00:54:01,144.0,187.0,,,2020,9,12
Running,2020-07-12 19:16:00,5.01,276.0,2024-08-12 00:30:19,140.0,159.0,183.0,200.0,,,27.0,130.0,0.9,6.0,2024-08-12 00:29:58,2024-08-12 00:30:19,27.0,148.0,,,2020,7,12
Running,2020-04-12 06:54:00,6.5,406.0,2024-08-12 01:01:16,132.0,167.0,160.0,246.0,,,297.0,329.0,0.68,37.0,2024-08-12 00:56:48,2024-08-12 01:01:16,173.0,312.0,,,2020,4,12
Running,2020-03-12 07:32:00,8.16,466.0,2024-08-12 00:45:21,155.0,175.0,180.0,193.0,,,28.0,61.0,1.0,9.0,2024-08-12 00:44:39,2024-08-12 00:45:21,152.0,205.0,,,2020,3,12
Running,2020-02-12 06:48:00,11.04,626.0,2024-08-12 01:02:49,153.0,176.0,185.0,193.0,,,49.0,71.0,0.95,12.0,2024-08-12 01:02:34,2024-08-12 01:02:49,181.0,225.0,,,2020,2,12
Running,2020-01-12 07:37:00,7.44,438.0,2024-08-12 00:42:55,156.0,170.0,180.0,189.0,,,38.0,49.0,0.96,8.0,2024-08-12 00:42:45,2024-08-12 00:42:55,197.0,237.0,,,2020,1,12
Running,2020-11-26 08:38:00,7.37,413.0,2024-08-12 00:43:01,148.0,173.0,181.0,191.0,,,46.0,69.0,0.95,8.0,2024-08-12 00:42:25,2024-08-12 00:43:01,121.0,175.0,,,2020,11,26
Running,2020-11-25 07:44:00,7.66,461.0,2024-08-12 00:44:16,159.0,187.0,179.0,200.0,,,54.0,93.0,0.97,8.0,2024-08-12 00:43:35,2024-08-12 00:44:16,116.0,176.0,,,2020,11,25
Running,2020-11-24 14:10:00,5.02,285.0,2024-08-12 00:27:50,154.0,180.0,186.0,198.0,,,20.0,21.0,0.97,6.0,2024-08-12 00:27:43,2024-08-12 00:27:50,146.0,191.0,,,2020,11,24
Running,2020-11-23 19:06:00,8.01,433.0,2024-08-12 00:43:57,151.0,175.0,189.0,205.0,,,30.0,70.0,0.96,11.0,2024-08-12 00:43:53,2024-08-12 00:43:57,163.0,211.0,,,2020,11,23
Running,2020-11-20 07:16:00,1.68,136.0,2024-08-12 00:13:26,155.0,175.0,177.0,244.0,,,112.0,3.0,0.7,2.0,2024-08-12 00:13:24,2024-08-12 00:13:26,111.0,222.0,,,2020,11,20
Running,2020-11-19 13:12:00,5.02,290.0,2024-08-12 00:29:09,153.0,176.0,183.0,202.0,,,27.0,29.0,0.94,6.0,2024-08-12 00:29:08,2024-08-12 00:29:09,133.0,158.0,,,2020,11,19
Running,2020-11-18 07:34:00,6.78,402.0,2024-08-12 00:40:04,154.0,171.0,189.0,198.0,,,37.0,44.0,0.9,7.0,2024-08-12 00:39:56,2024-08-12 00:40:04,180.0,216.0,,,2020,11,18
Running,2020-11-17 08:22:00,6.0,351.0,2024-08-12 00:35:59,150.0,178.0,183.0,198.0,,,31.0,45.0,0.91,6.0,2024-08-12 00:35:52,2024-08-12 00:35:59,178.0,205.0,,,2020,11,17
Running,2020-11-13 06:30:00,21.35,,2024-08-12 02:05:05,162.0,187.0,186.0,198.0,,,138.0,205.0,0.92,22.0,2024-08-12 02:05:01,2024-08-12 02:05:05,93.0,179.0,,,2020,11,13
Running,2020-12-11 07:03:00,7.02,399.0,2024-08-12 00:39:36,154.0,178.0,181.0,198.0,,,32.0,46.0,0.98,8.0,2024-08-12 00:39:05,2024-08-12 00:39:36,123.0,160.0,,,2020,12,11
Running,2020-11-11 06:58:00,6.02,348.0,2024-08-12 00:34:14,154.0,181.0,186.0,200.0,,,25.0,49.0,0.95,7.0,2024-08-12 00:34:11,2024-08-12 00:34:14,114.0,171.0,,,2020,11,11
Running,2020-10-11 07:19:00,11.67,704.0,2024-08-12 01:08:32,157.0,188.0,181.0,205.0,,,53.0,78.0,0.94,12.0,2024-08-12 01:08:08,2024-08-12 01:08:32,6.0,159.0,,,2020,10,11
Running,2020-06-11 06:56:00,13.66,846.0,2024-08-12 01:21:27,160.0,176.0,180.0,189.0,,,70.0,162.0,0.93,14.0,2024-08-12 01:21:20,2024-08-12 01:21:27,48.0,162.0,,,2020,6,11
Running,2020-05-11 07:39:00,6.01,309.0,2024-08-12 00:31:48,151.0,169.0,195.0,212.0,,,11.0,48.0,0.97,7.0,2024-08-12 00:31:46,2024-08-12 00:31:48,127.0,181.0,,,2020,5,11
Running,2020-04-11 07:32:00,8.02,449.0,2024-08-12 00:44:49,155.0,179.0,186.0,209.0,,,26.0,58.0,0.96,9.0,2024-08-12 00:44:21,2024-08-12 00:44:49,104.0,197.0,,,2020,4,11
Running,2020-03-11 07:42:00,8.53,496.0,2024-08-12 00:50:01,154.0,181.0,181.0,198.0,,,41.0,43.0,0.94,9.0,2024-08-12 00:49:50,2024-08-12 00:50:01,189.0,219.0,,,2020,3,11
Running,2020-10-30 06:32:00,21.34,,2024-08-12 02:10:43,156.0,173.0,188.0,207.0,,,136.0,150.0,0.87,22.0,2024-08-12 02:10:31,2024-08-12 02:10:43,130.0,214.0,,,2020,10,30
Running,2020-10-29 06:45:00,9.04,518.0,2024-08-12 00:55:47,148.0,165.0,186.0,198.0,,,41.0,59.0,0.87,10.0,2024-08-12 00:55:44,2024-08-12 00:55:47,137.0,183.0,,,2020,10,29
Running,2020-10-28 06:44:00,8.11,459.0,2024-08-12 00:46:38,156.0,180.0,191.0,207.0,,,30.0,52.0,0.91,9.0,2024-08-12 00:46:29,2024-08-12 00:46:38,139.0,183.0,,,2020,10,28
Running,2020-10-27 07:37:00,10.05,590.0,2024-08-12 01:01:40,155.0,172.0,188.0,209.0,,,68.0,84.0,0.87,11.0,2024-08-12 01:00:55,2024-08-12 01:01:40,140.0,184.0,,,2020,10,27
Running,2020-10-23 06:45:00,21.24,,2024-08-12 02:32:27,155.0,185.0,184.0,205.0,,,112.0,129.0,0.75,22.0,2024-08-12 02:32:16,2024-08-12 02:32:27,146.0,213.0,,,2020,10,23
Running,2020-10-22 07:07:00,9.03,548.0,2024-08-12 00:59:14,154.0,167.0,182.0,195.0,,,44.0,74.0,0.84,10.0,2024-08-12 00:59:09,2024-08-12 00:59:14,184.0,230.0,,,2020,10,22
Running,2020-10-21 06:54:00,10.09,582.0,2024-08-12 01:03:41,151.0,167.0,184.0,197.0,,,55.0,85.0,0.86,11.0,2024-08-12 01:03:32,2024-08-12 01:03:41,149.0,219.0,,,2020,10,21
Running,2020-10-19 11:09:00,8.03,486.0,2024-08-12 00:51:58,154.0,167.0,185.0,195.0,,,45.0,35.0,0.83,9.0,2024-08-12 00:51:49,2024-08-12 00:51:58,121.0,165.0,,,2020,10,19
Running,2020-10-16 06:37:00,18.03,978.0,2024-08-12 01:53:07,152.0,169.0,185.0,195.0,,,83.0,114.0,0.86,19.0,2024-08-12 01:52:58,2024-08-12 01:53:07,118.0,169.0,,,2020,10,16
Running,2020-10-15 06:38:00,8.57,535.0,2024-08-12 00:58:07,153.0,177.0,180.0,187.0,,,53.0,73.0,0.82,9.0,2024-08-12 00:57:57,2024-08-12 00:58:07,92.0,184.0,,,2020,10,15
Running,2020-10-13 07:32:00,8.47,521.0,2024-08-12 00:57:19,154.0,173.0,181.0,189.0,,,34.0,67.0,0.82,9.0,2024-08-12 00:57:08,2024-08-12 00:57:19,99.0,134.0,,,2020,10,13
Running,2020-11-10 06:32:00,7.07,406.0,2024-08-12 00:45:23,146.0,161.0,180.0,189.0,,,25.0,58.0,0.86,8.0,2024-08-12 00:45:20,2024-08-12 00:45:23,-10.0,97.0,,,2020,11,10
Running,2020-09-10 06:33:00,11.03,628.0,2024-08-12 01:10:11,145.0,164.0,186.0,195.0,,,85.0,115.0,0.85,12.0,2024-08-12 01:09:59,2024-08-12 01:10:11,-34.0,71.0,,,2020,9,10
Running,2020-07-10 06:31:00,16.13,989.0,2024-08-12 01:43:38,155.0,185.0,182.0,193.0,,,90.0,119.0,0.86,17.0,2024-08-12 01:43:26,2024-08-12 01:43:38,-46.0,193.0,,,2020,7,10
Running,2020-05-10 15:06:00,7.15,421.0,2024-08-12 00:46:54,147.0,165.0,183.0,193.0,,,63.0,81.0,0.83,8.0,2024-08-12 00:46:44,2024-08-12 00:46:54,118.0,208.0,,,2020,5,10
Running,2020-02-10 07:33:00,11.19,632.0,2024-08-12 01:11:15,147.0,161.0,184.0,193.0,,,90.0,179.0,0.85,12.0,2024-08-12 01:11:05,2024-08-12 01:11:15,42.0,232.0,,,2020,2,10
Running,2020-09-30 06:53:00,14.01,806.0,2024-08-12 01:24:59,156.0,173.0,184.0,196.0,,,185.0,229.0,0.9,15.0,2024-08-12 01:24:48,2024-08-12 01:24:59,98.0,168.0,,,2020,9,30
Running,2020-09-29 07:25:00,6.36,366.0,2024-08-12 00:38:45,152.0,175.0,186.0,195.0,,,79.0,85.0,0.88,7.0,2024-08-12 00:38:34,2024-08-12 00:38:45,130.0,200.0,,,2020,9,29
Running,2020-09-28 15:36:00,6.49,393.0,2024-08-12 00:39:26,154.0,167.0,186.0,195.0,,,60.0,56.0,0.89,7.0,2024-08-12 00:39:25,2024-08-12 00:39:26,148.0,216.0,,,2020,9,28
Running,2020-09-25 07:09:00,6.02,369.0,2024-08-12 00:38:03,153.0,175.0,183.0,191.0,,,41.0,77.0,0.87,7.0,2024-08-12 00:37:53,2024-08-12 00:38:03,110.0,160.0,,,2020,9,25
Running,2020-09-24 06:53:00,11.07,711.0,2024-08-12 01:05:09,163.0,176.0,187.0,202.0,,,61.0,117.0,0.91,12.0,2024-08-12 01:05:07,2024-08-12 01:05:09,72.0,157.0,,,2020,9,24
Running,2020-09-22 07:11:00,13.06,743.0,2024-08-12 01:18:24,151.0,167.0,183.0,193.0,,,110.0,135.0,0.91,14.0,2024-08-12 01:18:12,2024-08-12 01:18:24,92.0,176.0,,,2020,9,22
Running,2020-09-21 15:47:00,6.04,373.0,2024-08-12 00:36:50,156.0,173.0,182.0,193.0,,,60.0,53.0,0.9,7.0,2024-08-12 00:36:41,2024-08-12 00:36:50,137.0,264.0,,,2020,9,21
Running,2020-09-17 07:10:00,13.02,769.0,2024-08-12 01:17:39,153.0,167.0,183.0,191.0,,,92.0,152.0,0.92,14.0,2024-08-12 01:17:27,2024-08-12 01:17:39,62.0,152.0,,,2020,9,17
Running,2020-09-16 14:10:00,5.03,304.0,2024-08-12 00:28:03,159.0,181.0,186.0,200.0,,,47.0,65.0,0.96,6.0,2024-08-12 00:27:56,2024-08-12 00:28:03,124.0,197.0,,,2020,9,16
Running,2020-09-15 06:52:00,6.6,361.0,2024-08-12 00:39:02,142.0,166.0,185.0,193.0,,,40.0,86.0,0.91,7.0,2024-08-12 00:39:00,2024-08-12 00:39:02,71.0,151.0,,,2020,9,15
Running,2020-09-14 15:07:00,5.09,291.0,2024-08-12 00:29:01,149.0,178.0,185.0,195.0,,,26.0,40.0,0.95,6.0,2024-08-12 00:28:52,2024-08-12 00:29:01,124.0,202.0,,,2020,9,14
Running,2020-11-09 07:27:00,5.08,286.0,2024-08-12 00:29:08,150.0,167.0,186.0,196.0,,,22.0,80.0,0.94,6.0,2024-08-12 00:29:05,2024-08-12 00:29:08,72.0,188.0,,,2020,11,9
Running,2020-10-09 07:26:00,8.24,511.0,2024-08-12 00:48:19,159.0,177.0,182.0,191.0,,,50.0,115.0,0.93,9.0,2024-08-12 00:48:08,2024-08-12 00:48:19,79.0,276.0,,,2020,10,9
Running,2020-08-09 07:23:00,10.27,607.0,2024-08-12 00:58:47,154.0,176.0,186.0,196.0,,,33.0,104.0,0.94,11.0,2024-08-12 00:58:36,2024-08-12 00:58:47,189.0,281.0,,,2020,8,9
Running,2020-07-09 13:14:00,5.03,312.0,2024-08-12 00:31:47,150.0,161.0,183.0,191.0,,,42.0,63.0,0.87,6.0,2024-08-12 00:31:38,2024-08-12 00:31:47,251.0,291.0,,,2020,7,9
Running,2020-04-09 07:23:00,5.03,313.0,2024-08-12 00:30:29,156.0,174.0,185.0,195.0,,,26.0,58.0,0.89,6.0,2024-08-12 00:30:19,2024-08-12 00:30:29,150.0,202.0,,,2020,4,9
Running,2020-03-09 07:26:00,8.12,494.0,2024-08-12 00:48:01,154.0,170.0,184.0,191.0,,,25.0,59.0,0.92,9.0,2024-08-12 00:47:56,2024-08-12 00:48:01,124.0,181.0,,,2020,3,9
Running,2020-02-09 07:31:00,5.3,302.0,2024-08-12 00:31:02,145.0,161.0,190.0,202.0,,,18.0,57.0,0.9,6.0,2024-08-12 00:31:01,2024-08-12 00:31:02,107.0,188.0,,,2020,2,9
Running,2020-08-31 16:20:00,8.2,527.0,2024-08-12 00:49:57,158.0,178.0,183.0,196.0,,,41.0,53.0,0.9,9.0,2024-08-12 00:49:48,2024-08-12 00:49:57,121.0,174.0,,,2020,8,31
Running,2020-08-28 07:54:00,5.27,337.0,2024-08-12 00:32:20,155.0,174.0,181.0,189.0,,,21.0,38.0,0.9,6.0,2024-08-12 00:32:12,2024-08-12 00:32:20,100.0,141.0,,,2020,8,28
Running,2020-08-27 13:02:00,5.01,338.0,2024-08-12 00:29:11,163.0,188.0,180.0,187.0,,,19.0,31.0,0.96,6.0,2024-08-12 00:29:03,2024-08-12 00:29:11,142.0,181.0,,,2020,8,27
Running,2020-08-26 08:11:00,5.09,315.0,2024-08-12 00:29:05,156.0,173.0,182.0,189.0,,,11.0,30.0,0.96,6.0,2024-08-12 00:28:55,2024-08-12 00:29:05,118.0,150.0,,,2020,8,26
Running,2020-08-25 13:12:00,5.1,304.0,2024-08-12 00:28:34,154.0,171.0,183.0,193.0,,,29.0,26.0,0.98,6.0,2024-08-12 00:28:27,2024-08-12 00:28:34,147.0,170.0,,,2020,8,25
Running,2020-08-21 08:03:00,4.1,297.0,2024-08-12 00:24:06,169.0,185.0,182.0,189.0,,,25.0,32.0,0.94,5.0,2024-08-12 00:24:05,2024-08-12 00:24:06,127.0,160.0,,,2020,8,21
Running,2020-08-18 07:45:00,4.14,259.0,2024-08-12 00:24:46,152.0,165.0,182.0,193.0,,,17.0,39.0,0.92,5.0,2024-08-12 00:24:44,2024-08-12 00:24:46,105.0,142.0,,,2020,8,18
Running,2020-08-17 15:38:00,4.33,280.0,2024-08-12 00:26:04,154.0,177.0,178.0,185.0,,,51.0,57.0,0.93,5.0,2024-08-12 00:26:01,2024-08-12 00:26:04,92.0,116.0,,,2020,8,17
Running,2020-08-14 07:56:00,2.24,148.0,2024-08-12 00:14:04,152.0,168.0,183.0,191.0,,,9.0,12.0,0.87,3.0,2024-08-12 00:13:56,2024-08-12 00:14:04,156.0,164.0,,,2020,8,14
Running,2020-08-13 07:53:00,3.5,217.0,2024-08-12 00:21:11,148.0,168.0,184.0,193.0,,,17.0,40.0,0.9,4.0,2024-08-12 00:21:09,2024-08-12 00:21:11,134.0,176.0,,,2020,8,13
Running,2020-11-08 07:42:00,2.23,138.0,2024-08-12 00:14:33,138.0,158.0,179.0,187.0,,,13.0,17.0,0.85,3.0,2024-08-12 00:14:25,2024-08-12 00:14:33,145.0,165.0,,,2020,11,8
Running,2020-10-08 13:02:00,3.36,212.0,2024-08-12 00:20:48,146.0,162.0,180.0,187.0,,,18.0,18.0,0.9,4.0,2024-08-12 00:20:44,2024-08-12 00:20:48,-131.0,163.0,,,2020,10,8
Running,2020-07-07 11:16:00,4.97,312.0,2024-08-12 00:28:50,154.0,166.0,183.0,193.0,,,20.0,21.0,0.94,5.0,2024-08-12 00:28:48,2024-08-12 00:28:50,-79.0,-56.0,,,2020,7,7
Running,2020-06-20 11:08:00,4.29,258.0,2024-08-12 00:24:41,149.0,168.0,183.0,193.0,,,31.0,33.0,0.95,5.0,2024-08-12 00:24:35,2024-08-12 00:24:41,-70.0,-44.0,,,2020,6,20
Running,2020-06-19 07:18:00,5.03,325.0,2024-08-12 00:30:03,153.0,167.0,182.0,193.0,,,23.0,24.0,0.94,6.0,2024-08-12 00:29:56,2024-08-12 00:30:03,-74.0,-47.0,,,2020,6,19
Running,2020-06-18 06:48:00,8.05,534.0,2024-08-12 00:50:29,153.0,169.0,184.0,193.0,,,32.0,39.0,0.87,9.0,2024-08-12 00:50:22,2024-08-12 00:50:29,-60.0,-30.0,,,2020,6,18
Running,2020-06-16 06:42:00,7.02,461.0,2024-08-12 00:43:07,152.0,166.0,181.0,195.0,,,37.0,38.0,0.9,8.0,2024-08-12 00:42:56,2024-08-12 00:43:07,-41.0,-13.0,,,2020,6,16
Running,2020-06-13 16:06:00,5.07,337.0,2024-08-12 00:32:28,150.0,163.0,177.0,185.0,,,17.0,19.0,0.88,6.0,2024-08-12 00:32:17,2024-08-12 00:32:28,-24.0,-16.0,,,2020,6,13
Running,2020-11-06 12:00:00,6.09,394.0,2024-08-12 00:39:03,146.0,163.0,178.0,191.0,,,28.0,24.0,0.87,7.0,2024-08-12 00:38:56,2024-08-12 00:39:03,-59.0,-36.0,,,2020,11,6
Running,2020-09-06 07:52:00,5.08,310.0,2024-08-12 00:31:03,141.0,155.0,178.0,185.0,,,24.0,26.0,0.92,6.0,2024-08-12 00:30:54,2024-08-12 00:31:03,-45.0,-19.0,,,2020,9,6
Running,2020-08-06 09:49:00,5.01,315.0,2024-08-12 00:30:14,147.0,167.0,178.0,185.0,,,22.0,24.0,0.93,6.0,2024-08-12 00:30:04,2024-08-12 00:30:14,-36.0,-11.0,,,2020,8,6
Running,2020-06-06 17:08:00,4.14,254.0,2024-08-12 00:24:00,147.0,163.0,176.0,185.0,,,22.0,25.0,0.98,5.0,2024-08-12 00:23:49,2024-08-12 00:24:00,-41.0,-15.0,,,2020,6,6
Running,2020-05-06 10:07:00,3.12,166.0,2024-08-12 00:15:49,145.0,158.0,180.0,187.0,,,17.0,16.0,1.1,4.0,2024-08-12 00:15:41,2024-08-12 00:15:49,-30.0,-12.0,,,2020,5,6
Running,2020-04-06 16:20:00,2.1,128.0,2024-08-12 00:12:48,139.0,153.0,174.0,183.0,,,13.0,12.0,0.94,3.0,2024-08-12 00:12:39,2024-08-12 00:12:48,-42.0,-11.0,,,2020,4,6
Running,2020-03-06 16:49:00,2.1,131.0,2024-08-12 00:12:38,144.0,159.0,176.0,186.0,,,9.0,9.0,0.95,3.0,2024-08-12 00:12:29,2024-08-12 00:12:38,-39.0,-30.0,,,2020,3,6
Running,2020-11-03 06:03:00,4.01,243.0,2024-08-12 00:23:25,148.0,172.0,183.0,196.0,,,22.0,21.0,0.93,5.0,2024-08-12 00:23:23,2024-08-12 00:23:25,-87.0,-62.0,,,2020,11,3
Running,2020-10-03 06:03:00,3.68,223.0,2024-08-12 00:21:15,143.0,160.0,181.0,189.0,,,13.0,15.0,0.95,4.0,2024-08-12 00:21:08,2024-08-12 00:21:30,-83.0,-66.0,,,2020,10,3
Running,2020-09-03 06:07:00,3.34,194.0,2024-08-12 00:19:34,136.0,152.0,182.0,192.0,,,22.0,19.0,0.94,4.0,2024-08-12 00:19:32,2024-08-12 00:19:34,-76.0,-53.0,,,2020,9,3
Running,2020-08-03 07:51:00,2.22,134.0,2024-08-12 00:13:01,141.0,160.0,183.0,193.0,,,16.0,15.0,0.93,3.0,2024-08-12 00:12:54,2024-08-12 00:13:01,-53.0,-36.0,,,2020,8,3
Running,2020-09-02 09:22:00,3.12,193.0,2024-08-12 00:17:51,149.0,167.0,180.0,187.0,,,7.0,4.0,0.97,4.0,2024-08-12 00:17:48,2024-08-12 00:17:51,18.0,24.0,,,2020,9,2
Running,2020-02-02 17:00:00,2.12,146.0,2024-08-12 00:13:24,150.0,167.0,183.0,191.0,,,2.0,2.0,0.86,3.0,2024-08-12 00:13:24,2024-08-12 00:13:24,6.0,23.0,,,2020,2,2
Running,2020-01-02 19:26:00,1.04,58.0,2024-08-12 06:03:30,133.0,149.0,177.0,185.0,,,,,0.97,2.0,2024-08-12 06:02:36,2024-08-12 06:03:30,13.0,17.0,,,2020,1,2
Running,2020-09-01 20:40:00,3.53,235.0,2024-08-12 00:20:52,155.0,172.0,180.0,189.0,,,22.0,20.0,0.94,4.0,2024-08-12 00:20:46,2024-08-12 00:20:52,245.0,265.0,,,2020,9,1
Running,2020-08-01 06:05:00,3.15,232.0,2024-08-12 00:18:53,165.0,179.0,181.0,189.0,,,13.0,13.0,0.92,4.0,2024-08-12 00:18:47,2024-08-12 00:18:53,256.0,272.0,,,2020,8,1
Running,2020-07-01 06:03:00,3.03,202.0,2024-08-12 00:19:00,146.0,168.0,181.0,191.0,,,14.0,17.0,0.88,4.0,2024-08-12 00:18:49,2024-08-12 00:19:00,266.0,284.0,,,2020,7,1
Running,2020-06-01 06:08:00,3.08,199.0,2024-08-12 00:18:52,144.0,164.0,179.0,191.0,,,26.0,26.0,0.91,4.0,2024-08-12 00:18:51,2024-08-12 00:18:52,243.0,281.0,,,2020,6,1
